molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value,target
CHEMBL1085552,=,=,nM,19.0,uM,0.019,DPP4
CHEMBL1085306,=,=,nM,19.0,uM,0.019,DPP4
CHEMBL1085305,=,=,nM,27.0,uM,0.027,DPP4
CHEMBL1084972,=,=,nM,29.0,uM,0.029,DPP4
CHEMBL1084601,=,=,nM,66.0,uM,0.066,DPP4
CHEMBL1085598,=,=,nM,160.0,uM,0.16,DPP4
CHEMBL1085597,=,=,nM,63.0,uM,0.063,DPP4
CHEMBL1085596,=,=,nM,93.0,uM,0.093,DPP4
CHEMBL1085595,=,=,nM,24.0,uM,0.024,DPP4
CHEMBL1085333,=,=,nM,20.0,uM,0.02,DPP4
CHEMBL1085332,=,=,nM,26.0,uM,0.026,DPP4
CHEMBL1085075,=,=,nM,18.0,uM,0.018,DPP4
CHEMBL1085074,=,=,nM,27.0,uM,0.027,DPP4
CHEMBL1085580,=,=,nM,27.0,uM,0.027,DPP4
CHEMBL1085579,=,=,nM,32.0,uM,0.032,DPP4
CHEMBL1086039,=,=,nM,24.0,uM,0.024,DPP4
CHEMBL1082465,=,=,nM,39.0,uM,0.039,DPP4
CHEMBL1082464,=,=,nM,50.0,uM,0.05,DPP4
CHEMBL1082463,=,=,nM,30.0,uM,0.03,DPP4
CHEMBL1082462,=,=,nM,15.0,uM,0.015,DPP4
CHEMBL1086502,=,=,nM,180.0,uM,0.18,DPP4
CHEMBL1082997,=,=,nM,71.0,uM,0.071,DPP4
CHEMBL1082996,=,=,nM,15.0,uM,0.015,DPP4
CHEMBL217198,=,=,nM,116.0,uM,0.116,DPP4
CHEMBL201644,=,=,nM,15.0,uM,0.015,DPP4
CHEMBL385517,=,=,nM,3.4,uM,0.0034,DPP4
CHEMBL142703,=,=,nM,51.0,uM,0.051,DPP4
CHEMBL1422,=,=,nM,30.0,uM,0.03,DPP4
CHEMBL1082996,=,=,nM,847.0,nM,847.0,DPP4
CHEMBL1422,=,=,nM,18.0,nM,18.0,DPP4
CHEMBL142703,=,=,nM,17.0,nM,17.0,DPP4
CHEMBL1082462,=,=,nM,5.0,nM,5.0,DPP4
CHEMBL1082463,=,=,nM,21.0,nM,21.0,DPP4
CHEMBL1085579,,,,,,,DPP4
CHEMBL1085580,,,,,,,DPP4
CHEMBL1085074,=,=,nM,14.0,nM,14.0,DPP4
CHEMBL1085075,,,,,,,DPP4
CHEMBL1085333,=,=,nM,13.0,nM,13.0,DPP4
CHEMBL1085595,=,=,nM,15.0,nM,15.0,DPP4
CHEMBL1084972,,,,,,,DPP4
CHEMBL1085305,,,,,,,DPP4
CHEMBL1085306,=,=,nM,19.0,nM,19.0,DPP4
CHEMBL1085552,=,=,nM,18.0,nM,18.0,DPP4
CHEMBL1082996,=,=,nM,210.0,nM,210.0,DPP4
CHEMBL1422,=,=,nM,46.0,nM,46.0,DPP4
CHEMBL142703,=,=,nM,16.0,nM,16.0,DPP4
CHEMBL1082462,=,=,nM,10.0,nM,10.0,DPP4
CHEMBL1082463,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL1085333,=,=,nM,14.0,nM,14.0,DPP4
CHEMBL1085306,=,=,nM,24.0,nM,24.0,DPP4
CHEMBL1085269,=,=,nM,9.0,uM,0.009,DPP4
CHEMBL1085522,=,=,nM,120.0,uM,0.12,DPP4
CHEMBL1082707,=,=,nM,39.0,uM,0.039,DPP4
CHEMBL1082708,=,=,nM,69.0,uM,0.069,DPP4
CHEMBL1082716,=,=,nM,50.0,uM,0.05,DPP4
CHEMBL1083031,=,=,nM,24.0,uM,0.024,DPP4
CHEMBL1083032,=,=,nM,14.0,uM,0.014,DPP4
CHEMBL1086466,=,=,nM,83.0,uM,0.083,DPP4
CHEMBL1083287,=,=,nM,13.0,uM,0.013,DPP4
CHEMBL1083588,=,=,nM,13.0,uM,0.013,DPP4
CHEMBL1422,=,=,nM,23.0,uM,0.023,DPP4
CHEMBL142703,=,=,nM,56.0,uM,0.056,DPP4
CHEMBL98762,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL397070,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL362018,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL387050,=,=,nM,8000.0,uM,8.0,DPP4
CHEMBL1243372,=,=,nM,10.0,uM,0.01,DPP4
CHEMBL1243373,>,>,nM,20000.0,uM,20.0,DPP4
CHEMBL1243374,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243402,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243403,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1242939,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1242940,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1242966,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1242967,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1242993,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1242994,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243027,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243028,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243060,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243061,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243091,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243092,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243093,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243126,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243127,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243153,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243154,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243183,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243184,=,=,nM,570.0,uM,0.57,DPP4
CHEMBL1243215,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243216,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1243248,>,>,nM,100000.0,uM,100.0,DPP4
CHEMBL1276717,,,,,,,DPP4
CHEMBL1276468,,,,,,,DPP4
CHEMBL1275858,,,,,,,DPP4
CHEMBL1276331,,,,,,,DPP4
CHEMBL1275615,,,,,,,DPP4
CHEMBL1275857,,,,,,,DPP4
CHEMBL1276772,,,,,,,DPP4
CHEMBL1275856,,,,,,,DPP4
CHEMBL1276746,,,,,,,DPP4
CHEMBL1276590,=,=,nM,2300.0,nM,2300.0,DPP4
CHEMBL1276619,=,=,nM,1240.0,nM,1240.0,DPP4
CHEMBL1276682,=,=,nM,1236.0,nM,1236.0,DPP4
CHEMBL1276591,=,=,nM,1060.0,nM,1060.0,DPP4
CHEMBL1276620,=,=,nM,460.0,nM,460.0,DPP4
CHEMBL1275851,=,=,nM,360.0,nM,360.0,DPP4
CHEMBL1276650,=,=,nM,300.0,nM,300.0,DPP4
CHEMBL1275853,=,=,nM,124.0,nM,124.0,DPP4
CHEMBL1275854,=,=,nM,114.0,nM,114.0,DPP4
CHEMBL1275852,=,=,nM,101.0,nM,101.0,DPP4
CHEMBL1288231,=,=,nM,1.8,nM,1.8,DPP4
CHEMBL1288232,=,=,nM,36.0,nM,36.0,DPP4
CHEMBL1288260,=,=,nM,28.0,nM,28.0,DPP4
CHEMBL1288261,=,=,nM,27.0,nM,27.0,DPP4
CHEMBL1288288,=,=,nM,12.0,nM,12.0,DPP4
CHEMBL1288289,=,=,nM,13.0,nM,13.0,DPP4
CHEMBL1287844,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL1287845,=,=,nM,122.0,nM,122.0,DPP4
CHEMBL1287874,=,=,nM,103.0,nM,103.0,DPP4
CHEMBL1287875,=,=,nM,87.0,nM,87.0,DPP4
CHEMBL1287901,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL1287902,=,=,nM,151.0,nM,151.0,DPP4
CHEMBL3216724,=,=,nM,3.7,nM,3.7,DPP4
CHEMBL3216940,=,=,nM,19.0,nM,19.0,DPP4
CHEMBL3216270,=,=,nM,8.1,nM,8.1,DPP4
CHEMBL3215827,=,=,nM,1.8,nM,1.8,DPP4
CHEMBL3216271,=,=,nM,19.0,nM,19.0,DPP4
CHEMBL3216483,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL3216272,=,=,nM,30.0,nM,30.0,DPP4
CHEMBL1644844,=,=,nM,2.8,nM,2.8,DPP4
CHEMBL3217158,=,=,nM,8.2,nM,8.2,DPP4
CHEMBL3215828,=,=,nM,11.0,nM,11.0,DPP4
CHEMBL3215611,=,=,nM,53.0,nM,53.0,DPP4
CHEMBL3216064,=,=,nM,1.1,nM,1.1,DPP4
CHEMBL3216485,=,=,nM,2.9,nM,2.9,DPP4
CHEMBL3216725,=,=,nM,1.1,nM,1.1,DPP4
CHEMBL3216941,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL3216726,=,=,nM,7.8,nM,7.8,DPP4
CHEMBL3217159,=,=,nM,12.0,nM,12.0,DPP4
CHEMBL3216727,=,=,nM,69.0,nM,69.0,DPP4
CHEMBL3216942,=,=,nM,17.0,nM,17.0,DPP4
CHEMBL3217160,=,=,nM,73.0,nM,73.0,DPP4
CHEMBL1614729,=,=,nM,18.0,nM,18.0,DPP4
CHEMBL3216725,=,=,nM,1.1,nM,1.1,DPP4
CHEMBL1651763,=,=,nM,0.87,nM,0.87,DPP4
CHEMBL1651764,=,=,nM,1.32,nM,1.32,DPP4
CHEMBL1651765,=,=,nM,88.82,nM,88.82,DPP4
CHEMBL1651766,=,=,nM,0.33,nM,0.33,DPP4
CHEMBL1651767,=,=,nM,1.72,nM,1.72,DPP4
CHEMBL376359,=,=,nM,3.4,nM,3.4,DPP4
CHEMBL1650449,=,=,nM,10.0,uM,0.01,DPP4
CHEMBL1650448,=,=,nM,3800.0,uM,3.8,DPP4
CHEMBL1650447,=,=,nM,590.0,uM,0.59,DPP4
CHEMBL1650446,=,=,nM,17000.0,uM,17.0,DPP4
CHEMBL1650445,=,=,nM,830.0,uM,0.83,DPP4
CHEMBL1650444,=,=,nM,27.0,uM,0.027,DPP4
CHEMBL1650443,=,=,nM,4.0,uM,0.004,DPP4
CHEMBL1650442,=,=,nM,890.0,uM,0.89,DPP4
CHEMBL1650441,=,=,nM,14.0,uM,0.014,DPP4
CHEMBL1650440,=,=,nM,8.0,uM,0.008,DPP4
CHEMBL1650439,=,=,nM,12.0,uM,0.012,DPP4
CHEMBL1650438,=,=,nM,36.0,uM,0.036,DPP4
CHEMBL1650437,=,=,nM,68.0,uM,0.068,DPP4
CHEMBL1650436,=,=,nM,57.0,uM,0.057,DPP4
CHEMBL376359,=,=,nM,7.0,uM,0.007,DPP4
CHEMBL1650435,=,=,nM,4.0,uM,0.004,DPP4
CHEMBL1650434,=,=,nM,6.0,uM,0.006,DPP4
CHEMBL1650433,=,=,nM,8.0,uM,0.008,DPP4
CHEMBL1650432,=,=,nM,8.0,uM,0.008,DPP4
CHEMBL1650431,=,=,nM,430.0,uM,0.43,DPP4
CHEMBL1650430,=,=,nM,3.0,uM,0.003,DPP4
CHEMBL1650429,=,=,nM,6.0,uM,0.006,DPP4
CHEMBL1650428,=,=,nM,21.0,uM,0.021,DPP4
CHEMBL1650427,=,=,nM,22.0,uM,0.022,DPP4
CHEMBL1650426,=,=,nM,8.0,uM,0.008,DPP4
CHEMBL1650425,=,=,nM,570.0,uM,0.57,DPP4
CHEMBL1650424,=,=,nM,20.0,uM,0.02,DPP4
CHEMBL1650423,=,=,nM,5.0,uM,0.005,DPP4
CHEMBL1650422,=,=,nM,5.0,uM,0.005,DPP4
CHEMBL1650421,=,=,nM,200.0,uM,0.2,DPP4
CHEMBL1650420,=,=,nM,5.0,uM,0.005,DPP4
CHEMBL1650419,=,=,nM,77.0,uM,0.077,DPP4
CHEMBL1650418,=,=,nM,12.0,uM,0.012,DPP4
CHEMBL1650417,=,=,nM,990.0,uM,0.99,DPP4
CHEMBL1650416,=,=,nM,240.0,uM,0.24,DPP4
CHEMBL1650415,=,=,nM,540.0,uM,0.54,DPP4
CHEMBL1650414,=,=,nM,23.0,uM,0.023,DPP4
CHEMBL1650413,=,=,nM,13.0,uM,0.013,DPP4
CHEMBL1650412,=,=,nM,23.0,uM,0.023,DPP4
CHEMBL1650411,=,=,nM,4.0,uM,0.004,DPP4
CHEMBL1650410,=,=,nM,17.0,uM,0.017,DPP4
CHEMBL1650409,=,=,nM,10.0,uM,0.01,DPP4
CHEMBL1650408,=,=,nM,6.0,uM,0.006,DPP4
CHEMBL1650407,=,=,nM,7400.0,uM,7.4,DPP4
CHEMBL1650406,=,=,nM,8.0,uM,0.008,DPP4
CHEMBL1235761,=,=,nM,5.0,uM,0.005,DPP4
CHEMBL1650405,=,=,nM,7.0,uM,0.007,DPP4
CHEMBL1650403,=,=,nM,14.0,uM,0.014,DPP4
CHEMBL1650404,=,=,nM,6.0,uM,0.006,DPP4
CHEMBL3216493,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL3215844,=,=,nM,8.7,nM,8.7,DPP4
CHEMBL3216279,=,=,nM,9.6,nM,9.6,DPP4
CHEMBL3216495,=,=,nM,6.6,nM,6.6,DPP4
CHEMBL3142227,=,=,nM,1.1,nM,1.1,DPP4
CHEMBL3215845,=,=,nM,18.0,nM,18.0,DPP4
CHEMBL3216734,=,=,nM,20.0,nM,20.0,DPP4
CHEMBL3216954,=,=,nM,39.0,nM,39.0,DPP4
CHEMBL3216718,=,=,nM,66.0,nM,66.0,DPP4
CHEMBL3216937,=,=,nM,57.0,nM,57.0,DPP4
CHEMBL3216477,=,=,nM,58.0,nM,58.0,DPP4
CHEMBL3216938,=,=,nM,18.0,nM,18.0,DPP4
CHEMBL3216719,=,=,nM,5.7,nM,5.7,DPP4
CHEMBL3215820,=,=,nM,4.4,nM,4.4,DPP4
CHEMBL3215608,=,=,nM,19.0,nM,19.0,DPP4
CHEMBL3215606,=,=,nM,4.6,nM,4.6,DPP4
CHEMBL3216060,=,=,nM,2.5,nM,2.5,DPP4
CHEMBL3215607,=,=,nM,10.0,nM,10.0,DPP4
CHEMBL1672127,=,=,nM,5.3,nM,5.3,DPP4
CHEMBL1683476,=,=,nM,601.0,nM,601.0,DPP4
CHEMBL1683477,=,=,nM,204.0,nM,204.0,DPP4
CHEMBL1683478,=,=,nM,212.0,nM,212.0,DPP4
CHEMBL1683479,=,=,nM,101.0,nM,101.0,DPP4
CHEMBL1683480,=,=,nM,1700.0,nM,1700.0,DPP4
CHEMBL1683481,=,=,nM,807.0,nM,807.0,DPP4
CHEMBL1683482,=,=,nM,680.0,nM,680.0,DPP4
CHEMBL1683483,=,=,nM,88.0,nM,88.0,DPP4
CHEMBL1681806,=,=,nM,77.0,nM,77.0,DPP4
CHEMBL1683484,=,=,nM,357.0,nM,357.0,DPP4
CHEMBL1422,=,=,nM,20.0,nM,20.0,DPP4
CHEMBL1683485,=,=,nM,328.0,nM,328.0,DPP4
CHEMBL1683486,=,=,nM,229.0,nM,229.0,DPP4
CHEMBL1683487,=,=,nM,41.0,nM,41.0,DPP4
CHEMBL1683488,=,=,nM,51.0,nM,51.0,DPP4
CHEMBL1683489,=,=,nM,95.0,nM,95.0,DPP4
CHEMBL1683490,=,=,nM,102.0,nM,102.0,DPP4
CHEMBL1683491,=,=,nM,112.0,nM,112.0,DPP4
CHEMBL1683492,=,=,nM,192.0,nM,192.0,DPP4
CHEMBL1683493,=,=,nM,64.0,nM,64.0,DPP4
CHEMBL1683494,=,=,nM,64.0,nM,64.0,DPP4
CHEMBL1683495,=,=,nM,216.0,nM,216.0,DPP4
CHEMBL1683496,=,=,nM,56.0,nM,56.0,DPP4
CHEMBL1683497,=,=,nM,28.0,nM,28.0,DPP4
CHEMBL1683498,=,=,nM,6.0,nM,6.0,DPP4
CHEMBL1683499,=,=,nM,77.0,nM,77.0,DPP4
CHEMBL1683500,=,=,nM,80.0,nM,80.0,DPP4
CHEMBL1683501,=,=,nM,80.0,nM,80.0,DPP4
CHEMBL1683502,=,=,nM,13.0,nM,13.0,DPP4
CHEMBL1683503,=,=,nM,68.0,nM,68.0,DPP4
CHEMBL1683504,=,=,nM,3.0,nM,3.0,DPP4
CHEMBL1683505,=,=,nM,50.0,nM,50.0,DPP4
CHEMBL1683506,=,=,nM,1.0,nM,1.0,DPP4
CHEMBL1683507,=,=,nM,17.0,nM,17.0,DPP4
CHEMBL1683508,=,=,nM,1.2,nM,1.2,DPP4
CHEMBL1683641,=,=,nM,25.0,nM,25.0,DPP4
CHEMBL1614845,=,=,nM,10.0,nM,10.0,DPP4
CHEMBL1683642,=,=,nM,175.0,nM,175.0,DPP4
CHEMBL1683643,=,=,nM,13.0,nM,13.0,DPP4
CHEMBL1683644,=,=,nM,309.0,nM,309.0,DPP4
CHEMBL1422,=,=,nM,18.0,uM,0.018,DPP4
CHEMBL25211,=,=,nM,22.0,uM,0.022,DPP4
CHEMBL1682974,=,=,nM,33.0,uM,0.033,DPP4
CHEMBL1682975,=,=,nM,140.0,uM,0.14,DPP4
CHEMBL1682976,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1682977,=,=,nM,85.0,uM,0.085,DPP4
CHEMBL1682978,=,=,nM,180.0,uM,0.18,DPP4
CHEMBL1682979,=,=,nM,140.0,uM,0.14,DPP4
CHEMBL1682980,=,=,nM,400.0,uM,0.4,DPP4
CHEMBL1682981,=,=,nM,99.0,uM,0.099,DPP4
CHEMBL1682982,=,=,nM,84.0,uM,0.084,DPP4
CHEMBL1682983,=,=,nM,150.0,uM,0.15,DPP4
CHEMBL1682984,=,=,nM,130.0,uM,0.13,DPP4
CHEMBL1682985,=,=,nM,94.0,uM,0.094,DPP4
CHEMBL1683086,=,=,nM,280.0,uM,0.28,DPP4
CHEMBL1683087,=,=,nM,500.0,uM,0.5,DPP4
CHEMBL1683088,=,=,nM,170.0,uM,0.17,DPP4
CHEMBL1683089,=,=,nM,100.0,uM,0.1,DPP4
CHEMBL1683090,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1683091,=,=,nM,55.0,uM,0.055,DPP4
CHEMBL1683092,=,=,nM,38.0,uM,0.038,DPP4
CHEMBL1683093,=,=,nM,670.0,uM,0.67,DPP4
CHEMBL1683094,=,=,nM,570.0,uM,0.57,DPP4
CHEMBL1683095,=,=,nM,260.0,uM,0.26,DPP4
CHEMBL1683096,=,=,nM,1300.0,uM,1.3,DPP4
CHEMBL1683097,=,=,nM,2400.0,uM,2.4,DPP4
CHEMBL1683098,=,=,nM,120.0,uM,0.12,DPP4
CHEMBL1683099,=,=,nM,990.0,uM,0.99,DPP4
CHEMBL1683100,=,=,nM,130.0,uM,0.13,DPP4
CHEMBL1683101,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1683102,=,=,nM,730.0,uM,0.73,DPP4
CHEMBL1683103,=,=,nM,140.0,uM,0.14,DPP4
CHEMBL1683104,=,=,nM,140.0,uM,0.14,DPP4
CHEMBL1683105,=,=,nM,120.0,uM,0.12,DPP4
CHEMBL1683106,=,=,nM,120.0,uM,0.12,DPP4
CHEMBL1683107,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1683108,=,=,nM,140.0,uM,0.14,DPP4
CHEMBL1683109,=,=,nM,140.0,uM,0.14,DPP4
CHEMBL1683110,=,=,nM,260.0,uM,0.26,DPP4
CHEMBL1683111,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1683112,=,=,nM,100.0,uM,0.1,DPP4
CHEMBL1683113,=,=,nM,1000.0,uM,1.0,DPP4
CHEMBL1683114,=,=,nM,850.0,uM,0.85,DPP4
CHEMBL1683115,=,=,nM,280.0,uM,0.28,DPP4
CHEMBL1681802,=,=,nM,330.0,uM,0.33,DPP4
CHEMBL1683116,=,=,nM,1800.0,uM,1.8,DPP4
CHEMBL1683117,=,=,nM,330.0,uM,0.33,DPP4
CHEMBL1683118,=,=,nM,1300.0,uM,1.3,DPP4
CHEMBL1683119,=,=,nM,57.0,uM,0.057,DPP4
CHEMBL1683120,=,=,nM,200.0,uM,0.2,DPP4
CHEMBL1683121,=,=,nM,70.0,uM,0.07,DPP4
CHEMBL1683122,=,=,nM,310.0,uM,0.31,DPP4
CHEMBL1683123,=,=,nM,270.0,uM,0.27,DPP4
CHEMBL1683124,=,=,nM,910.0,uM,0.91,DPP4
CHEMBL1683125,=,=,nM,290.0,uM,0.29,DPP4
CHEMBL1683126,=,=,nM,220.0,uM,0.22,DPP4
CHEMBL1683127,=,=,nM,710.0,uM,0.71,DPP4
CHEMBL1683128,=,=,nM,690.0,uM,0.69,DPP4
CHEMBL1683129,=,=,nM,450.0,uM,0.45,DPP4
CHEMBL1683130,=,=,nM,130.0,uM,0.13,DPP4
CHEMBL1683131,=,=,nM,450.0,uM,0.45,DPP4
CHEMBL1683132,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1683133,=,=,nM,430.0,uM,0.43,DPP4
CHEMBL1683134,=,=,nM,77.0,uM,0.077,DPP4
CHEMBL1683135,=,=,nM,71.0,uM,0.071,DPP4
CHEMBL1683136,=,=,nM,110.0,uM,0.11,DPP4
CHEMBL1683137,=,=,nM,82.0,uM,0.082,DPP4
CHEMBL1683138,=,=,nM,18.0,uM,0.018,DPP4
CHEMBL1683139,=,=,nM,670.0,uM,0.67,DPP4
CHEMBL1683140,=,=,nM,75.0,uM,0.075,DPP4
CHEMBL1683141,=,=,nM,78.0,uM,0.078,DPP4
CHEMBL1683142,=,=,nM,72.0,uM,0.072,DPP4
CHEMBL1683143,=,=,nM,54.0,uM,0.054,DPP4
CHEMBL1683144,=,=,nM,51.0,uM,0.051,DPP4
CHEMBL1683145,=,=,nM,21.0,uM,0.021,DPP4
CHEMBL1683557,=,=,nM,13.0,nM,13.0,DPP4
CHEMBL1683558,=,=,nM,488.0,nM,488.0,DPP4
CHEMBL1683559,=,=,nM,47.0,nM,47.0,DPP4
CHEMBL1683560,=,=,nM,1.6,nM,1.6,DPP4
CHEMBL1683561,=,=,nM,153.0,nM,153.0,DPP4
CHEMBL1683562,=,=,nM,12.0,nM,12.0,DPP4
CHEMBL1683563,=,=,nM,19.0,nM,19.0,DPP4
CHEMBL1683564,=,=,nM,1400.0,nM,1400.0,DPP4
CHEMBL1683565,=,=,nM,74.0,nM,74.0,DPP4
CHEMBL1683566,=,=,nM,39.0,nM,39.0,DPP4
CHEMBL1683567,=,=,nM,59.0,nM,59.0,DPP4
CHEMBL1683568,=,=,nM,26.0,nM,26.0,DPP4
CHEMBL1683569,=,=,nM,37.0,nM,37.0,DPP4
CHEMBL1683570,=,=,nM,8.4,nM,8.4,DPP4
CHEMBL1683571,=,=,nM,23.0,nM,23.0,DPP4
CHEMBL1683572,=,=,nM,13.0,nM,13.0,DPP4
CHEMBL1422,=,=,nM,19.4,nM,19.4,DPP4
CHEMBL1684000,=,=,nM,17.83,nM,17.83,DPP4
CHEMBL1683999,=,=,nM,47.27,nM,47.27,DPP4
CHEMBL1683998,=,=,nM,22.76,nM,22.76,DPP4
CHEMBL1683997,=,=,nM,26.17,nM,26.17,DPP4
CHEMBL1683996,=,=,nM,15.8,nM,15.8,DPP4
CHEMBL1683995,=,=,nM,33.25,nM,33.25,DPP4
CHEMBL1683994,=,=,nM,28.6,nM,28.6,DPP4
CHEMBL1683993,=,=,nM,33.17,nM,33.17,DPP4
CHEMBL1683992,=,=,nM,33.78,nM,33.78,DPP4
CHEMBL1683991,=,=,nM,12.4,nM,12.4,DPP4
CHEMBL1683990,=,=,nM,26.64,nM,26.64,DPP4
CHEMBL1683989,=,=,nM,36.43,nM,36.43,DPP4
CHEMBL1683988,=,=,nM,46.61,nM,46.61,DPP4
CHEMBL1683987,=,=,nM,30.03,nM,30.03,DPP4
CHEMBL1683986,=,=,nM,75.35,nM,75.35,DPP4
CHEMBL1683985,=,=,nM,46.89,nM,46.89,DPP4
CHEMBL1683984,=,=,nM,45.2,nM,45.2,DPP4
CHEMBL1683983,=,=,nM,37.54,nM,37.54,DPP4
CHEMBL1683982,=,=,nM,52.34,nM,52.34,DPP4
CHEMBL1683981,=,=,nM,29.92,nM,29.92,DPP4
CHEMBL1683980,=,=,nM,15.09,nM,15.09,DPP4
CHEMBL1683979,=,=,nM,50.66,nM,50.66,DPP4
CHEMBL1683978,=,=,nM,22.53,nM,22.53,DPP4
CHEMBL1681811,=,=,nM,77.06,nM,77.06,DPP4
CHEMBL1683977,=,=,nM,89.5,nM,89.5,DPP4
CHEMBL1688409,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688410,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688411,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688412,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688413,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688414,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1687950,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688415,=,=,nM,80.0,uM,0.08,DPP4
CHEMBL1688416,=,=,nM,686.0,uM,0.686,DPP4
CHEMBL1688417,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688418,=,=,nM,937.0,uM,0.937,DPP4
CHEMBL1688419,=,=,nM,674.0,uM,0.674,DPP4
CHEMBL1688420,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688421,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688422,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688423,=,=,nM,674.0,uM,0.674,DPP4
CHEMBL1688424,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688425,=,=,nM,16.0,uM,0.016,DPP4
CHEMBL1688426,=,=,nM,11.0,uM,0.011,DPP4
CHEMBL1688427,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688428,=,=,nM,44.0,uM,0.044,DPP4
CHEMBL1688429,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688430,<,<,nM,50000.0,uM,50.0,DPP4
CHEMBL1688431,=,=,nM,10.0,uM,0.01,DPP4
CHEMBL1688432,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688433,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688434,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688435,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688436,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688437,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688438,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688514,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688515,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688516,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688517,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688518,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688519,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688520,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688521,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688522,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688523,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688524,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688525,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688526,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688527,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL1688528,>,>,nM,50000.0,uM,50.0,DPP4
CHEMBL214381,=,=,nM,3000.0,uM,3.0,DPP4
CHEMBL1688426,=,=,nM,6.0,uM,0.006,DPP4
CHEMBL1761683,=,=,nM,35600.0,uM,35.6,DPP4
